1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,
12699,11703,12755,10724,11275,11981,11599,10563,12390,12111,13282,14154,12925,10682,12094,12026,12062,12082,11498,11974,11693,10542,11199,11863,11871,10302,11536,10263,11888,11470,
12666,11696,12755,10724,11275,11981,11599,10563,12390,12111,13282,14154,12925,10682,12094,12026,12062,12082,11498,11974,11693,10542,11199,11863,11871,10237,11536,10263,11888,11470,
12666,11696,12755,10724,11275,11981,11599,10563,12390,12111,13282,14154,12925,10682,12094,12026,12062,12082,11498,11974,11693,10542,11199,11863,11871,10237,11536,10263,11888,11470,
12666,11693,12650,10724,11275,11981,11599,10563,12288,12111,13282,14154,12925,10682,12094,12026,12062,12082,11498,11974,11693,10542,11199,11863,11871,10237,11517,10263,11888,11470,
12666,11693,12615,10724,11275,11981,11599,10563,11910,12111,13282,14154,12925,10682,12094,12026,12062,12082,11498,11974,11693,10542,11141,11693,11871,10237,11517,10263,11888,11470,
12666,11693,12474,10724,11275,11981,11599,10563,11910,12111,13282,14154,12925,10682,12094,12026,12062,12082,11498,11974,11693,10542,11085,11676,11871,10237,11517,10263,11888,11470,
12666,11693,12474,10724,11275,11981,11599,10563,11600,12111,13282,14154,12872,10682,12094,12026,12062,12082,11498,11974,11693,10542,11085,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12456,10724,11240,11981,11599,10563,11600,12111,13282,14154,12872,10682,12094,12026,12062,12082,11498,11974,11693,10542,11085,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12456,10724,11240,11981,11599,10563,11600,12111,13282,14154,12872,10682,12094,12026,12062,12082,11498,11974,11693,10542,11085,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12456,10724,11240,11981,11599,10563,11600,12111,13206,14154,12872,10682,12094,12026,12062,12082,11498,11974,11693,10542,11085,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12344,10724,11240,11981,11599,10563,11600,12111,13083,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10542,11053,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12234,10724,11240,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10542,11053,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12143,10724,11187,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10542,11053,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12143,10724,11187,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10542,11053,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,11187,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10542,11053,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,11187,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,11187,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,11092,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,11092,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
12666,11693,12114,10724,10888,11981,11599,10563,11600,12111,13040,14154,12713,10682,12094,12026,12062,12082,11498,11974,11693,10504,11042,11563,11871,10237,11517,10263,11888,11470,
